X;Y;Name;link_4;species_5;DBH;Приріст фітомаси (кг/рік);Депонування вуглецю (кг С/рік);Акумулювання енергії (МДж/рік);Продукування кисню (кг/рік);Вартість вуглецю (грн/рік);Вартість енергії (грн/рік);des_3;id;Приріст фітомаси;species;Rare;Type;Diameter;Y_new
30,500489;50,382292;2586;;   Дуб болотний    ;28;2,61;6,31;225,6;2,29;5,3;17,15;Опис: Струнке дерево заввишки до 25 м. Кора стовбура зеленувато-коричнева, довго залишається гладкою. У природі зростає на глибоких влогих грунтах вздовж берегів річок та боліт. Перспективний для широкого застосування в озелененні та парковому будівництві. Батьківщина - Північна А.мерика.    ;311;2,61;Дуб болотний;місцевий;листяне;велике;50,382222
30,500547;50,382272;2587;https://lh3.googleusercontent.com/lK2pYIU1z3FHM4VUo66e2bohB2fyHOP8mqypVlPtPcuwPkGXsmMiZ0oUTJnx7UMTerJzrEhkPlYK9H2PX_g7ytV8FoU9-q6mX6-DGb36BUV6YUYpba3KHgmEvM3GIMHeTa0EAA   ;   Бук лісовий   ;21;9,18;4,9;175,57;;4,12;5,19;Опис: Дерево до 30–40 (іноді 50) м висотою, з могутньою густою і розлогою (до 10–30 м, в природі й більше) кроною, котра майже не пропускає світла, та більше або менше горизонтально розпростертими гілками. Кора на молодих стовбурах сірувато-бура, на старих сріблясто-сіра, часто з лусками, в більшості гладенька і тонка. Молоді пагони світло-коричневі, спочатку опушені, пізніше голі, характерно-колінчасті. Бруньки до 2 см довжиною, веретеноподібні, гострі. Природний ареал - Західна Європа, Західна Україна, Білорусь.  ;312;9,18;Бук лісовий;місцевий;листяне;велике;50,382202
30,500536;50,382254;2588;https://lh5.googleusercontent.com/uNgvkLYbOTZ9pOq_0_TLcZcxS06dGytXUaEk03fRzECXCoLdn6O--9nidt_WyZdo_J8tgmbo1zBE1Pcw_n3R5BVXWb2CIIrUNIjvBFgbdJE-3sMGXoVgOszJEgeNw8KzEZhS   ;   Бук лісовий   ;39;0,44;10,22;365,59;9,33;8,58;27,78;Опис: Дерево до 30–40 (іноді 50) м висотою, з могутньою густою і розлогою (до 10–30 м, в природі й більше) кроною, котра майже не пропускає світла, та більше або менше горизонтально розпростертими гілками. Кора на молодих стовбурах сірувато-бура, на старих сріблясто-сіра, часто з лусками, в більшості гладенька і тонка. Молоді пагони світло-коричневі, спочатку опушені, пізніше голі, характерно-колінчасті. Бруньки до 2 см довжиною, веретеноподібні, гострі. Природний ареал - Західна Європа, Західна Україна, Білорусь.  ;313;0,44;Бук лісовий;місцевий;листяне;велике;50,382184
30,500585;50,382257;2589;https://lh3.googleusercontent.com/ahdrVNRYziLF5UzjvlP646aLqMb1HVXFExfRJ6ri8gXpSXKf0ztMZUxl15Dkgqx4PWbmiUQniVG_K7Slo0Vlva9sIqyRG9J_Umxzjddohe9hhH58IqS9kxfar4vPH-9XlAFFhQ   ;   Бук лісовий 'Повислий'  ;18;6,7;3,35;119,86;3,19;2,82;9,11;Опис: Декративна форма (культивар). Щеплений, на високому штамбі, близько 20 м висотою. Зимостійкий. Посухостійкий. Насіннєношення відсутнє. Перспективний для широкого використання у садово-парковому будівництві.   ;314;6,7;Бук лісовий 'Повислий';місцевий;листяне;середнє;50,382187
30,500602;50,382253;2590;https://lh3.googleusercontent.com/_zf3Yc1sAKRWKN45ObDv9Aq7nbii7S-2uqDTpxdDOqP0usRV6GX2Mfh2IE-k16-Ww3KZuhMEVfKEXcwewK_h4PA0m82R_j5akHLfS0E4Nph-kHOqUg3W9ws8Zv4jyicdXDA2   ;   Бук лісовий 'Повислий'  ;27;5,18;7,59;271,43;7,75;6,38;20,63;Опис: Декративна форма (культивар). Щеплений, на високому штамбі, близько 20 м висотою. Зимостійкий. Посухостійкий. Насіннєношення відсутнє. Перспективний для широкого використання у садово-парковому будівництві.   ;315;5,18;Бук лісовий 'Повислий';місцевий;листяне;велике;50,382183
30,500643;50,382228;2591;https://lh6.googleusercontent.com/TBapGP6rQ36EI35djHXZO2j2llGrWRWwKOvprtJD611L4t5EOPu7jGIAl8W2cZQiyCaQiwE12vL-YkXcfO13xY41omy1srWwuiupvJOZwV4u-EnW8ZKCMgAXC0tG1L0IGO0dpmQ   ;   Горіх грецький  ;37;4,84;7,42;265,32;4,73;6,23;20,16;"Опис: ""Розлоге дерево висотою до 30 м, діаметр стовбура до 3 м. Стовбур товстий і гіллястий, вкритий ясно-сірою корою з поздовжніми тріщинами. Молоді пагони блискучі оливково-сірі з круглими, опушеними бруньками. Квітки одностатеві, рослина однодомна. Листки дов-жиною до 76 см складаються з 5-11 листочків. Доживає до 400 років. Деревина го-ріха волоського має красиву текстуру, міцна, однорідна, тверда, добре підда-ється обробці, прекрасно полірується. Використовують її для виробницт-ва меблів, музичних інструментів, фанери, прикладів рушниць, дрібних ви-робів. Напливи (капи) на стовбурах горіха використовують для виготовлення художніх виробів і дорогих меблів.  Широко культивується в багатьох країнах як цінне горіхоплідне дере-во. Шляхом селекції виведені багато чисельні сорти, що відрізняються висо-кою врожайністю, крупними та тонкокорими плодами, стійкі до несприятли-вих факторів середовища. Не рекомендується висаджувати вздовж доріг з ін-тенсивним автомобільним рухом.  Природні лиси утворює в Середній Азії, Ірані та на Балканах.""  ";316;4,84;Горіх грецький;місцевий;листяне;велике;50,382158
30,500682;50,382217;2592;https://lh4.googleusercontent.com/0taLjiy5TNqv5NvoKvDgtvrYxUGBX1y2Y6Hxy974OmWBZJq8a-7kRuVKmEeHtpE2qPj9QOXdQQ0M6IQv5aASuSmdIDfDjUc0qSHoTNTTBQgu-4T-noXjG7YXOh40W2NBLyn8-Q   ;   Бук лісовий   ;7;0,9;0,45;16,17;0,28;0,37;1,25;Опис: Дерево до 30–40 (іноді 50) м висотою, з могутньою густою і розлогою (до 10–30 м, в природі й більше) кроною, котра майже не пропускає світла, та більше або менше горизонтально розпростертими гілками. Кора на молодих стовбурах сірувато-бура, на старих сріблясто-сіра, часто з лусками, в більшості гладенька і тонка. Молоді пагони світло-коричневі, спочатку опушені, пізніше голі, характерно-колінчасті. Бруньки до 2 см довжиною, веретеноподібні, гострі. Природний ареал - Західна Європа, Західна Україна, Білорусь.  ;317;0,9;Бук лісовий;місцевий;листяне;тонке;50,382147
30,500838;50,382215;2593;https://lh6.googleusercontent.com/U5_FPAd8yazNxRfiqOgaDdmTseo8d13LLXBeWiGw_2BtNFS9WnKK4nfITeibu2OTAe2dBp6ne40F97uYj4nHDEdOmqrxUAgws-1RQnDdy1nx1GoF3AJDUeqAzp_Kut-H9M8nzFU   ;   Липа маньчжурська  ;31;6,55;8,27;296,04;3,02;6,95;3,02;"Опис: ""Дерево заввишки до 20 м з густою широ-коовальною, правильною кроною. Молоді пагони коричнюваті, опушені. Ли-стки серцеподібні, великі, з довгими зубцями, 8-30 см завдовжки, зверху те-мно-зелені, знизу опушені, сірі, повстисті. Квітки великі, 1,2–1,5 см в діамет-рі, жовті, зібрані по 15-20 квіток в густі суцвіття, дуже пахнуть, з’являються в липні через 1-2 тижні після липи дрібнолистої. Плоди кулясті, опушені, ледь ребристі горішки, дозрівають у вересні-жовтні. Зимо- та посухостійка. За біоекологічними особливостями подібна до липи повстистої. Дуже декоративна. Рекомендова-на для створення поодиноких, рядових, групових посадок, алей, як супутник інших видів у лісопарках. Відома в культурі з 1860 року. Природний ареал – Приморський край, Маньчжурія, на півночі Китаю та Кореї. ""  ";318;6,55;Липа маньчжурська;екзот;листяне;велике;50,382145
30,50086;50,382156;2594;;   Горіх Sp  ;26;2,66;1,33;47,71;0,71;1,12;3,63;Опис:   ;319;2,66;Горіх Sp;місцевий;листяне;велике;50,382086
30,500853;50,382156;2595;https://lh3.googleusercontent.com/VAmPHIL1iJBr6qdvUvLhuqD5W7gFV8qBy93DqSdKpDhgqaENRRDorRNwudRHfzXjrP1yMdW69xh_UnlOJ9xUoxcQoiY2nJfXGYAMsucGYvfHmoE_iH9uANo09d23CqIV1YAU6g   ;   Бук лісовий 'Пурпуровий'  ;34;7,29;8,64;309,12;9,28;7,26;23,49;Опис: Декративна форма (культивар). Щеплений, на високому штамбі, близько 2 м висотою. Зимостійкий. Посухостійкий. Насіннєношення відсутнє. Перспективний для широкого використання у садово-парковому будівництві.   ;320;7,29;Бук лісовий 'Пурпуровий';місцевий;листяне;велике;50,382086
30,500819;50,382129;2596;https://lh3.googleusercontent.com/frTe-mu-Hf94E_a700UQGQgM--N0Gkk7VYN4U99Y0EZLXHkPeoDaCbezFJCWILk9WK1fmUaVoegQVuBGsAPFLR5FZYTYSc8VawsVQsb4eABBjiRUSqe01kCv56Av980ZCjZhXA   ;   Бук лісовий   ;47;3,81;16,9;604,54;20,21;14,2;45,94;Опис: Дерево до 30–40 (іноді 50) м висотою, з могутньою густою і розлогою (до 10–30 м, в природі й більше) кроною, котра майже не пропускає світла, та більше або менше горизонтально розпростертими гілками. Кора на молодих стовбурах сірувато-бура, на старих сріблясто-сіра, часто з лусками, в більшості гладенька і тонка. Молоді пагони світло-коричневі, спочатку опушені, пізніше голі, характерно-колінчасті. Бруньки до 2 см довжиною, веретеноподібні, гострі. Природний ареал - Західна Європа, Західна Україна, Білорусь.  ;321;3,81;Бук лісовий;місцевий;листяне;велике;50,382059
30,500735;50,382137;2597;https://lh5.googleusercontent.com/mr8MZdpflssJpZxxY-PSXPgFEtH0B22xN0Ub4RtDoD_H8Apt8SwBirxRpD4RVvOVjH2gjbxnCky9Ie7TEn6msKvCkoX6iK7mNXxiekds_mzFb2uQju2J9rQXAPGfOYhQ-C_hmA   ;   Бук лісовий 'Пурпуровий'  ;56;2,95;26,47;946,73;28,2;22,24;71,95;Опис: Декративна форма (культивар). Щеплений, на високому штамбі, близько 2 м висотою. Зимостійкий. Посухостійкий. Насіннєношення відсутнє. Перспективний для широкого використання у садово-парковому будівництві.   ;322;2,95;Бук лісовий 'Пурпуровий';місцевий;листяне;велике;50,382067
30,500776;50,382152;2598;https://lh5.googleusercontent.com/KUfPHQx-CCTmNze62YjPePbzXQOKH76267nv8z1yqNNTFvl5LXg20nbKti2ORor3L-KWaeN7JJezLGuRxc59pPxDx-DeUl1QDkok1BDHKEzfzFj9Ovfxvpm4EBstHcRWt90ReIs   ;   Бук лісовий   ;38;9,39;9,69;346,77;9,33;8,14;26,35;Опис: Дерево до 30–40 (іноді 50) м висотою, з могутньою густою і розлогою (до 10–30 м, в природі й більше) кроною, котра майже не пропускає світла, та більше або менше горизонтально розпростертими гілками. Кора на молодих стовбурах сірувато-бура, на старих сріблясто-сіра, часто з лусками, в більшості гладенька і тонка. Молоді пагони світло-коричневі, спочатку опушені, пізніше голі, характерно-колінчасті. Бруньки до 2 см довжиною, веретеноподібні, гострі. Природний ареал - Західна Європа, Західна Україна, Білорусь.  ;323;9,39;Бук лісовий;місцевий;листяне;велике;50,382082
30,50075;50,38213;2599;;   Горіх Sp  ;24;2,68;1,34;47,85;0,86;1,12;3,64;Опис:   ;324;2,68;Горіх Sp;місцевий;листяне;велике;50,38206
30,500671;50,382177;2600;https://lh6.googleusercontent.com/xluDmKm2Kzz_HDqBHE2MoaDU2ErBFao1MXo7Ruq1RuDtgAj_3UhXewb4Rp-Tcrfbc4yepFaxAyYlEbMANP75g-ELFsSISa5_481yXPmq-SpKOZHk0VXt0d0u4HvSyV6vxfwmiA   ;   Бук лісовий   ;21;9,81;4,9;175,57;5,19;4,12;13,34;Опис: Дерево до 30–40 (іноді 50) м висотою, з могутньою густою і розлогою (до 10–30 м, в природі й більше) кроною, котра майже не пропускає світла, та більше або менше горизонтально розпростертими гілками. Кора на молодих стовбурах сірувато-бура, на старих сріблясто-сіра, часто з лусками, в більшості гладенька і тонка. Молоді пагони світло-коричневі, спочатку опушені, пізніше голі, характерно-колінчасті. Бруньки до 2 см довжиною, веретеноподібні, гострі. Природний ареал - Західна Європа, Західна Україна, Білорусь.  ;325;9,81;Бук лісовий;місцевий;листяне;велике;50,382107
30,500674;50,382172;2601;https://lh6.googleusercontent.com/VYn0Pnf883sc3X6TT4IeVaSrmqd1yMm9NCk5z1I7RsqRNPwYVBkPKHTBxcjn6XW5qgh33xobMAUNeSD1K-4YtxmAhdiz9Bi2eZVRMuqZES3QtT4gdZXXHgI6tb3VLVQADz2o4w   ;   Бук лісовий 'Пурпуровий'  ;13;3,55;1,77;63,47;1,4;1,49;4,82;Опис: Декративна форма (культивар). Щеплений, на високому штамбі, близько 2 м висотою. Зимостійкий. Посухостійкий. Насіннєношення відсутнє. Перспективний для широкого використання у садово-парковому будівництві.   ;326;3,55;Бук лісовий 'Пурпуровий';місцевий;листяне;середнє;50,382102
30,500641;50,38214;2602;https://lh5.googleusercontent.com/mKGN1R3-SFc6xQZYCJftNmOLmvUTb0J7ZFYHThroO9FeEcnJRN9aLCmLEYS2QFiDQWLjBTTJoc9-tC2fVtB_QypJfTO8siJlIfwMv25wyXMiPshIS8mYwdr-yxHING-hyHJEyg   ;   Горіх сірий  ;34;4,26;7,13;255,06;5,38;5,99;19,4;Опис: Дерево до 30 м заввишки з ажурною, щатроподібною кроною. Діаметр стовбура до 1 м та більше. Кора темно-сіра тріщинувата, молоді пагони оливково-зелені, потім пурпурно-бурі, вкриті сочевичками. Відзначається залозистоопушеними пагонами і гостропилчастими опушеними листочками. Батьківщина — Північна Америка (США, Канада).  ;327;4,26;Горіх сірий;екзот;листяне;велике;50,38207
30,500613;50,382184;2603;https://lh4.googleusercontent.com/Hcf3QAlddiOBtlv_5Uhr9QApa_omJlY3kgnvk3gsg9tsZmxR-_ag6-fnarq0sblX4Dqyzv7rBnOvuMC8CzkfxpTF-j1L1CYaKQ7SU1FWSihgCThrvXr4l1pDhTeASd-fBxalo3w   ;   Бук лісовий 'Розсіченолистий'  ;25;2,63;6,32;225,84;6,25;5,31;17,16;Опис: Декративна форма (культивар). Щеплений, на високому штамбі, близько 20 м висотою. Зимостійкий. Посухостійкий. Насіннєношення відсутнє. Перспективний для широкого використання у садово-парковому будівництві.   ;328;2,63;Бук лісовий 'Розсіченолистий';місцевий;листяне;велике;50,382114
30,500564;50,382187;2604;https://lh5.googleusercontent.com/vgV8UUoy2K4OFoLZgr8-Or_mgGATI5iyDo9mVNruqhkq7YrqNpqMRWYUIhSx90MbITQ0O1IO6JiAWrcVPNgiE3KcDdeTdYLKTu7SDFECn9rh2z9Z0bB3pMs56VpcM-wAAUqMIe4   ;   Горіх грецький  ;11;2,74;1,37;49,05;0,9;1,15;3,73;"Опис: ""Розлоге дерево висотою до 30 м, діаметр стовбура до 3 м. Стовбур товстий і гіллястий, вкритий ясно-сірою корою з поздовжніми тріщинами. Молоді пагони блискучі оливково-сірі з круглими, опушеними бруньками. Квітки одностатеві, рослина однодомна. Листки дов-жиною до 76 см складаються з 5-11 листочків. Доживає до 400 років. Деревина го-ріха волоського має красиву текстуру, міцна, однорідна, тверда, добре підда-ється обробці, прекрасно полірується. Використовують її для виробницт-ва меблів, музичних інструментів, фанери, прикладів рушниць, дрібних ви-робів. Напливи (капи) на стовбурах горіха використовують для виготовлення художніх виробів і дорогих меблів.  Широко культивується в багатьох країнах як цінне горіхоплідне дере-во. Шляхом селекції виведені багато чисельні сорти, що відрізняються висо-кою врожайністю, крупними та тонкокорими плодами, стійкі до несприятли-вих факторів середовища. Не рекомендується висаджувати вздовж доріг з ін-тенсивним автомобільним рухом.  Природні лиси утворює в Середній Азії, Ірані та на Балканах.""  ";329;2,74;Горіх грецький;місцевий;листяне;середнє;50,382117
30,500519;50,382188;2605;https://lh5.googleusercontent.com/EnTyagWM_op3EXDB3SBXhERrlz7lONr4mUuLf0XLfDPYNwFk7-1y0e9dPQQX4vlEI0YS-NZ7ub2eb9TT-5p_-yuEraZX28Fy1xCaVjlP4l2PdHPUg9DfUs0qlsuLBoOZsAk5xw   ;   Дуб звичайний  ;41;7,89;8,94;319,85;3,69;7,51;24,3;Опис: Дерево до 40 м висотою, зі стовбуром викривленим в молодості, потім при рості в насадженні прямим, повнодеревним, добре очищеним від сучків, і несучим невелику крону, а при рості на відкритому просторі – з низьким товстим штамбом. Нижні гілки відходять від стовбура під прямим кутом, верхні – під гострим і утворюють потужну орнаментальну шатроподібну крону. Завдяки мозаїчності листя крона мало прозора в горизонтальному напрямку і з великими просвітами у вертикальних площинах. Кора спочатку гладка, оливково-бура, потім червоно-бура, пізніше сріблясто-сіра, потім у віці близько 30 років тріщинувата і далі товста (близько 10 см) глибоко тріщинувата, буро-сіра. Стовбур до 1-1,5 м в діаметрі. Бруньки овальні або напівкулясті, конічні тупо-п’ятигранні, 5-7 мм довжиною, світлобурі. Природний ареал - Європа, крім крайньої Півночі і північного Сходу, Північний Кавказ.  ;330;7,89;Дуб звичайний;місцевий;листяне;велике;50,382118
30,500474;50,382212;2606;;   Дуб болотний    ;30;2,45;;222,61;2,24;5,23;16,92;Опис: Струнке дерево заввишки до 25 м. Кора стовбура зеленувато-коричнева, довго залишається гладкою. У природі зростає на глибоких влогих грунтах вздовж берегів річок та боліт. Перспективний для широкого застосування в озелененні та парковому будівництві. Батьківщина - Північна А.мерика.    ;331;2,45;Дуб болотний;місцевий;листяне;велике;50,382142
30,500462;50,382164;2607;https://lh6.googleusercontent.com/DWNUnU6mGc3lyXTxW8ajGInrq2JePluWAPCDEAt3i-lDDXYmlI_Ui8x1HsJQfyJ0A8K_4V1lo_sZeHPJGpEy9ecUOXwAST52eMFWjTnbHDbamje-Xtp7MnwZsm3puPor1XY3Mw   ;   Дуб червоний  ;16;7,27;3,64;130,01;1,23;3,05;;Опис: Потужне листопадне дерево до 40 м заввишки із стовбуром до 1,5 в діаметрі. Листки глибоколопатеві, на кінцях лопотів загострені, до 20 см довжиною. Квітки одностатеві. Рослина однодомна. Цвіте одночасно з розпускання листя, в кінці травня – на початку червня. Жолуді округлі, до 2,5 см в діаметрі, дозрівають на другий рік після цвітіння. Швидко росте у молодому віці. Морозостійкий, світлолюбний, легко переносить бокове затінення, але потребує повного освітлення верхівки крони. Вітростійкий, не вибагливий до родючості ґрунту, витримує кислі ґрунти, але не переносить вапнякових та мокрих ґрунтів. Надає перевагу захищеним долинам та невисоким пагорбам, також росте на південних та східних схилах від дна долини середніх ярусів гір та плато. Достатньо витривалий у міських умовах. Природний ареал – Північна Америка.   ;332;7,27;Дуб червоний;місцевий;листяне;середнє;50,382094
30,500586;50,382107;2608;https://lh4.googleusercontent.com/YxKICHbzNTbCkpCUOKlvWXqHwjH-jYf5VmTvyMvIm6KCSgq6O5T1lBlmaRaLhGMxTQMdTpXqJzsITLdPJc8DusICt3QjkBTzJJkONgzdsp03LtYgmSjdwqgrV_btz8gXeTp3SLg   ;   Горіх сірий  ;88;0,48;25,24;902,64;10,46;21,21;68,6;Опис: Дерево до 30 м заввишки з ажурною, щатроподібною кроною. Діаметр стовбура до 1 м та більше. Кора темно-сіра тріщинувата, молоді пагони оливково-зелені, потім пурпурно-бурі, вкриті сочевичками. Відзначається залозистоопушеними пагонами і гостропилчастими опушеними листочками. Батьківщина — Північна Америка (США, Канада).  ;333;0,48;Горіх сірий;екзот;листяне;велике;50,382037
30,500683;50,38212;2609;https://lh3.googleusercontent.com/NJWzVUC0h-ud_YIcfpzYaDnQ1A6l2gfBx7NQ40PJl-A0P-lFctN0YAzfZnUHyP1xxbfkl85yDoAm-oMpkOekx3v56BQJgjF7l1yt2KW5R5sWSjnHU2jaVDVoWrnktQAfkdR-9sc   ;   Ялівець звичайний  ;;;;;;;;"Опис: Вічнозелений кущ або невелике деревце 4–6 м заввишки з прямим стовбуром і конусоподібною або яйцеподібною кроною; кора сірувато-бура. Молоді пагони червонувато-бурі, на них кільчасто розміщені по три колючі кілюваті хвоїнки 8–20 мм завдовжки. Зверху хвоїнки білуваті з восковим нальотом, знизу блискучі, зелені, при основі зчленовані. Зберігаються на гілках протягом чотирьох років.  ";334;;Ялівець звичайний;місцевий;хвойне;;50,38205
30,500949;50,382157;2610;https://lh3.googleusercontent.com/NWO49Qnc23c0ghWo4DobpPkPWcJIylAc8TEBSqoZwUr-3eYhtZ7z041Lc2InHZtenHt4JkaO41ssjGg7YdoQkZMm-cNrM3xVl9xhL3FZtk72bZxmaLdReBxTtvI2FODtMgU2sQ   ;   Дерен чоловічий  ;8;;;;;;;Опис: Високий до 2-5 м кущ або невелике деревце з круглою кроною. Молоді пагони зеленувато-сірі, а старі вкриті сірою тріщинуватою корою. Листки супротивні від яйцеподібних до ланцетних - 6-10 см завдовжки. Відрізняється зимостійкістю, невибагливістю до умов вирощування. Харчова, вітамінозна, медоносна, лікарська, деревинна, танідодоносна, фарбувальна, декоративна рослина. Поширений у південно-західній частині Правобережжя, в Карпатах, Закарпатті, в Криму.  ;335;;Дерен чоловічий;місцевий;чагарник;тонке;50,382087
30,500993;50,38218;2611;https://lh5.googleusercontent.com/DlVlEKawKfdH_pX_2so3YgdNpwltxtcc5O7M4C7lOj1kdIXdowUIp6iPBJNGvmGNqFvVv-KADczKICqcbd97-LzRr8c8-fQrs4KpWPpB0oLtjMj8zKLUiVnohM5REzrNrzrO   ;   Дерен чоловічий  ;8;;;;;;;Опис: Високий до 2-5 м кущ або невелике деревце з круглою кроною. Молоді пагони зеленувато-сірі, а старі вкриті сірою тріщинуватою корою. Листки супротивні від яйцеподібних до ланцетних - 6-10 см завдовжки. Відрізняється зимостійкістю, невибагливістю до умов вирощування. Харчова, вітамінозна, медоносна, лікарська, деревинна, танідодоносна, фарбувальна, декоративна рослина. Поширений у південно-західній частині Правобережжя, в Карпатах, Закарпатті, в Криму.  ;336;;Дерен чоловічий;місцевий;чагарник;тонке;50,38211
30,501021;50,382183;2612;https://lh3.googleusercontent.com/imOKQtvDtJMc3yb2hin2YHku6QP3utXG5rwxvP0sfxKa0kZC07P7OFZnJQ2W4u5WqfH8lVjkehfjIASFPr3-IPiA4BsUM-F6Pxq018VhG4T_S28iw55BLfDxyhIP8Mjjy2oQ   ;   Дерен чоловічий  ;3;;;;;;;Опис: Високий до 2-5 м кущ або невелике деревце з круглою кроною. Молоді пагони зеленувато-сірі, а старі вкриті сірою тріщинуватою корою. Листки супротивні від яйцеподібних до ланцетних - 6-10 см завдовжки. Відрізняється зимостійкістю, невибагливістю до умов вирощування. Харчова, вітамінозна, медоносна, лікарська, деревинна, танідодоносна, фарбувальна, декоративна рослина. Поширений у південно-західній частині Правобережжя, в Карпатах, Закарпатті, в Криму.  ;337;;Дерен чоловічий;місцевий;чагарник;тонке;50,382113
30,501044;50,382183;2613;https://lh6.googleusercontent.com/zVXB_NGty09PKSYw5d5jJ10DBJrsjjX22iPgwisGFTW5hWrRq_y7Ym4m8aCsLy_w_qpL3QnCQuW8TtofCmy4Y5peTHC40_wF8-oyBxq-j4q37uoUHadZw-Vjgnhb9JTQw6mgUaQ   ;   Дерен чоловічий  ;5;;;;;;;Опис: Високий до 2-5 м кущ або невелике деревце з круглою кроною. Молоді пагони зеленувато-сірі, а старі вкриті сірою тріщинуватою корою. Листки супротивні від яйцеподібних до ланцетних - 6-10 см завдовжки. Відрізняється зимостійкістю, невибагливістю до умов вирощування. Харчова, вітамінозна, медоносна, лікарська, деревинна, танідодоносна, фарбувальна, декоративна рослина. Поширений у південно-західній частині Правобережжя, в Карпатах, Закарпатті, в Криму.  ;338;;Дерен чоловічий;місцевий;чагарник;тонке;50,382113
30,501071;50,382179;2614;https://lh3.googleusercontent.com/baIR3r8EBwoeFLNREebadU82PKFyNZz5GrBIyULG4c4NAzPDs_qBUN3dMAmE-P23Xe11KwgPpO--6qBvi6JLu8ZxnGWOaS_lbibE7p9uvSmLGQSr7Ti_J_68oRXpzgNJNFVH   ;   Дерен чоловічий  ;3;;;;;;;Опис: Високий до 2-5 м кущ або невелике деревце з круглою кроною. Молоді пагони зеленувато-сірі, а старі вкриті сірою тріщинуватою корою. Листки супротивні від яйцеподібних до ланцетних - 6-10 см завдовжки. Відрізняється зимостійкістю, невибагливістю до умов вирощування. Харчова, вітамінозна, медоносна, лікарська, деревинна, танідодоносна, фарбувальна, декоративна рослина. Поширений у південно-західній частині Правобережжя, в Карпатах, Закарпатті, в Криму.  ;339;;Дерен чоловічий;місцевий;чагарник;тонке;50,382109
30,501096;50,38218;2615;https://lh3.googleusercontent.com/8UxKi8I66yHEdt6TcmaTnrn0khSbUCrW7U42qwnBCUnFkumCuDw86WegavG38C_tBT7K-9aY8rYKwMny1g9dkeJx3lYSplrNahPxd15E9U-NMFZ_K2j5uq6v07lNhkmk1u2AaQ   ;   Дерен чоловічий  ;7;;;;;;;Опис: Високий до 2-5 м кущ або невелике деревце з круглою кроною. Молоді пагони зеленувато-сірі, а старі вкриті сірою тріщинуватою корою. Листки супротивні від яйцеподібних до ланцетних - 6-10 см завдовжки. Відрізняється зимостійкістю, невибагливістю до умов вирощування. Харчова, вітамінозна, медоносна, лікарська, деревинна, танідодоносна, фарбувальна, декоративна рослина. Поширений у південно-західній частині Правобережжя, в Карпатах, Закарпатті, в Криму.  ;340;;Дерен чоловічий;місцевий;чагарник;тонке;50,38211
30,501118;50,382179;2616;https://lh3.googleusercontent.com/6tcFSKgEu7HoPf0605P8USdlbVwH1YwT2H8EbaLJJn39NEb3Ch6Tg7ZYhXG2VEGy0FvG3U6frx_y1_8ykMDPuwNeIbnXEIvTbbxFphHTCmqWCew7uAE8flRQrab5Ze2Xf4Z5Vg   ;   Дерен чоловічий  ;8;;;;;;;Опис: Високий до 2-5 м кущ або невелике деревце з круглою кроною. Молоді пагони зеленувато-сірі, а старі вкриті сірою тріщинуватою корою. Листки супротивні від яйцеподібних до ланцетних - 6-10 см завдовжки. Відрізняється зимостійкістю, невибагливістю до умов вирощування. Харчова, вітамінозна, медоносна, лікарська, деревинна, танідодоносна, фарбувальна, декоративна рослина. Поширений у південно-західній частині Правобережжя, в Карпатах, Закарпатті, в Криму.  ;341;;Дерен чоловічий;місцевий;чагарник;тонке;50,382109
30,501129;50,382173;2617;https://lh5.googleusercontent.com/c8skqiead6LFT0N4JrgNZ6nqnWoeBTbCWFXxz6apNJ1RFLBMS-3d9c6IG_hdZdoOEFr0lTfankz1SZ0zaceDtugyqHVzygVBegUT10Xjtmm0EVpb3j8iMpYa3TU4OErBOk77dWU   ;   Дерен чоловічий  ;5;;;;;;;Опис: Високий до 2-5 м кущ або невелике деревце з круглою кроною. Молоді пагони зеленувато-сірі, а старі вкриті сірою тріщинуватою корою. Листки супротивні від яйцеподібних до ланцетних - 6-10 см завдовжки. Відрізняється зимостійкістю, невибагливістю до умов вирощування. Харчова, вітамінозна, медоносна, лікарська, деревинна, танідодоносна, фарбувальна, декоративна рослина. Поширений у південно-західній частині Правобережжя, в Карпатах, Закарпатті, в Криму.  ;342;;Дерен чоловічий;місцевий;чагарник;тонке;50,382103
30,501144;50,382173;2618;https://lh5.googleusercontent.com/wNybirDnDBLH1FaeG9knNM31o9TfXg8YgRwWzLfDDM9uq_hIaSN48ythOaP83nkcWmxD8uq7x2Zur1abL2GQ-zfI9BYyT5KEejD1ytDrnNMBzqp2bXCrBCNrroWsRml14L4W6Q   ;   Дерен чоловічий  ;8;;;;;;;Опис: Високий до 2-5 м кущ або невелике деревце з круглою кроною. Молоді пагони зеленувато-сірі, а старі вкриті сірою тріщинуватою корою. Листки супротивні від яйцеподібних до ланцетних - 6-10 см завдовжки. Відрізняється зимостійкістю, невибагливістю до умов вирощування. Харчова, вітамінозна, медоносна, лікарська, деревинна, танідодоносна, фарбувальна, декоративна рослина. Поширений у південно-західній частині Правобережжя, в Карпатах, Закарпатті, в Криму.  ;343;;Дерен чоловічий;місцевий;чагарник;тонке;50,382103
